ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Tenure,Total_Spending,Wines_ratio,MeatProducts_ratio,Fruits_ratio,Fish_ratio,SweetProducts_ratio,GoldProds_ratio,Total_Purchases,WebPurchases_ratio,CatalogPurchases_ratio,StorePurchases_ratio,Cluster,Segment
1402,1954,3,2,66991.0,0,0,2012-11-09,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,71,13,1253.0001,0.39584992850359707,0.36711888530575537,0.028731043197841723,0.15083797678866906,0.04788507199640287,0.009577014399280576,18,0.2222222222222222,0.4444444444444444,0.3333333333333333,2,Luxury Enthusiasts
8132,1975,4,2,60631.0,1,1,2013-05-04,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,50,12,661.0001,0.8547653774938915,0.09833583988867778,0.009077154451262564,0.0,0.009077154451262564,0.02874432242899812,19,0.47368421052631576,0.10526315789473684,0.42105263157894735,1,Average Shoppers
7503,1976,2,1,75825.0,0,0,2012-12-10,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,49,13,2209.0001,0.467179698181091,0.35264824116576543,0.04753281812889008,0.062019010320551814,0.04753281812889008,0.023087368805460893,22,0.22727272727272727,0.36363636363636365,0.4090909090909091,2,Luxury Enthusiasts
5268,1960,2,2,29440.0,1,1,2013-11-08,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,65,12,56.0001,0.30357088648055985,0.24999955357222575,0.14285688775555758,0.17857110969444695,0.07142844387777879,0.05357133290833409,5,0.2,0.0,0.8,0,Budget-Conscious Seniors
8504,1973,2,2,79593.0,0,0,2014-12-05,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,52,11,1366.0001,0.25622252882704766,0.4158125610678945,0.04392386208463674,0.0805270804885007,0.09736456095427812,0.10614933337120547,18,0.2777777777777778,0.3333333333333333,0.3888888888888889,2,Luxury Enthusiasts
11100,1972,2,1,51813.0,1,1,2013-11-04,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,12,63.0001,0.8095225245674212,0.11111093474454801,0.03174598135558515,0.0,0.015872990677792576,0.03174598135558515,5,0.4,0.0,0.6,1,Average Shoppers
8908,1959,2,2,87195.0,0,0,2014-08-05,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,3,11,1,66,11,1097.0001,0.1978121971000732,0.6289880921615231,0.0692798478322837,0.04557884725808138,0.023701000574202317,0.03463992391614185,19,0.15789473684210525,0.5789473684210527,0.2631578947368421,2,Luxury Enthusiasts
2683,1969,2,2,52413.0,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,3,11,0,56,12,910.0001,0.32417578855211115,0.29780216507668517,0.11648350368313147,0.08241757336070622,0.10769229585798946,0.07142856357927872,22,0.2727272727272727,0.18181818181818182,0.5454545454545454,2,Luxury Enthusiasts
10991,1960,3,2,89058.0,0,0,2012-07-12,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,3,11,0,65,13,850.0001,0.5341175842214607,0.12470586768166263,0.22823526726643914,0.03647058394463718,0.02588234989619413,0.050588229342561256,13,0.38461538461538464,0.3076923076923077,0.3076923076923077,2,Luxury Enthusiasts
7431,1991,4,1,68126.0,0,0,2012-10-11,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,3,11,1,34,13,1820.0001,0.7318680916555994,0.17087911149015872,0.009340658827436328,0.012637361943002091,0.028021976482308985,0.0472527446564426,16,0.4375,0.25,0.3125,2,Luxury Enthusiasts
999,1991,2,1,86037.0,0,0,2013-02-01,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,3,11,1,34,12,730.0001,0.6712327847626323,0.17123285325577353,0.060273964346032285,0.03972602195533946,0.027397256520923764,0.030136982173016143,24,0.25,0.2916666666666667,0.4583333333333333,2,Luxury Enthusiasts
9215,1980,4,2,43974.0,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,3,11,0,45,13,551.0001,0.6860252838429612,0.18330305203211397,0.0,0.0,0.0,0.13067148263675452,16,0.375,0.25,0.375,1,Average Shoppers
2286,1962,2,1,50785.0,1,1,2013-10-09,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,63,12,114.0001,0.5614030163131436,0.18421036472775024,0.008771922129892869,0.0,0.008771922129892869,0.23684189750710744,6,0.3333333333333333,0.16666666666666666,0.5,1,Average Shoppers
8442,1985,3,2,19510.0,2,0,2013-04-09,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,40,12,30.0001,0.29999900000333335,0.23333255555814814,0.0,0.09999966666777778,0.13333288889037037,0.23333255555814814,4,0.25,0.0,0.75,0,Budget-Conscious Seniors
7215,1983,2,1,101970.0,0,0,2013-12-03,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,3,11,1,42,12,1135.0001,0.6361232919715162,0.08986783349182084,0.023788544159599634,0.03876651640823644,0.06343611775893236,0.1480176081041755,27,0.2222222222222222,0.2962962962962963,0.48148148148148145,2,Luxury Enthusiasts
3381,1953,3,2,54348.0,1,1,2014-08-06,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,3,11,0,72,11,90.0001,0.7777769135812072,0.17777758024713305,0.0,0.0,0.0,0.044444395061783264,6,0.3333333333333333,0.0,0.6666666666666666,1,Average Shoppers
9597,1969,2,2,73448.0,0,0,2014-10-02,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,3,11,0,56,11,725.0001,0.3255171964803867,0.26068961921522493,0.14620687638525842,0.031724133555291925,0.0565517163376943,0.17931032009512826,18,0.3888888888888889,0.1111111111111111,0.5,2,Luxury Enthusiasts
5342,1976,1,1,9548.0,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,49,13,29.0001,0.0,0.1034479191451064,0.034482639715035464,0.3448263971503547,0.2068958382902128,0.31034375743531917,4,0.25,0.0,0.75,0,Budget-Conscious Seniors
9579,1959,4,2,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,3,11,0,66,12,106.0001,0.4999995283023318,0.3207544143826279,0.00943395336419494,0.01886790672838988,0.0,0.15094325382711904,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,Average Shoppers
7987,1969,2,2,65747.0,0,1,2014-07-03,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,3,11,0,56,11,460.0001,0.7521737495274458,0.10434780340265144,0.03695651370510572,0.04999998913043715,0.028260863421551433,0.028260863421551433,15,0.5333333333333333,0.06666666666666667,0.4,1,Average Shoppers
3025,1958,2,1,49967.0,0,1,2013-08-07,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,3,11,0,67,12,306.0001,0.6928102311077676,0.2254901223888489,0.019607836729465124,0.013071891152976748,0.03921567345893025,0.009803918364732562,12,0.5,0.08333333333333333,0.4166666666666667,1,Average Shoppers
9283,1978,2,1,60199.0,1,2,2013-12-09,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,47,12,18.0001,0.44444197532235935,0.3888867284070644,0.05555524691529492,0.11111049383058984,0.0,0.0,3,0.0,0.0,1.0,0,Budget-Conscious Seniors
2795,1958,3,1,30523.0,2,1,2013-01-07,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,67,12,13.0001,0.38461242605826107,0.23076745563495665,0.0,0.0,0.0,0.38461242605826107,3,0.3333333333333333,0.0,0.6666666666666666,0,Budget-Conscious Seniors
9260,1945,4,2,70356.0,0,0,2012-05-11,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,3,11,0,80,13,1706.0001,0.7907385234033691,0.1459554427927642,0.009378662990699707,0.025205156787505463,0.009378662990699707,0.019343492418318148,25,0.4,0.24,0.36,2,Luxury Enthusiasts
8182,1984,2,2,23228.0,1,0,2014-05-01,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,3,11,0,41,11,121.0001,0.43801616692878764,0.40495834300963385,0.02479336793936534,0.05785119185851913,0.03305782391915379,0.04132227989894223,7,0.42857142857142855,0.0,0.5714285714285714,0,Budget-Conscious Seniors
10095,1975,4,1,74165.0,0,0,2013-01-05,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,0,50,12,1293.0001,0.7741685402808554,0.1856148348325727,0.009280741741628636,0.012374322322171514,0.009280741741628636,0.009280741741628636,19,0.2631578947368421,0.21052631578947367,0.5263157894736842,2,Luxury Enthusiasts
8475,1973,4,2,157243.0,0,1,2014-01-03,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,3,11,0,52,11,1608.0001,0.012437810171777974,0.9838307845876378,0.0012437810171777974,0.0006218905085888987,0.0012437810171777974,0.0006218905085888987,22,0.0,1.0,0.0,2,Luxury Enthusiasts
6637,1988,2,1,66951.0,0,0,2013-02-11,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,3,11,0,37,12,1117.0001,0.24798565371659323,0.27305279560852325,0.14503132094616644,0.15487912668942466,0.06803938513523858,0.11101162837854715,14,0.21428571428571427,0.2857142857142857,0.5,2,Luxury Enthusiasts
641,1967,2,1,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,58,11,119.0001,0.49579790269083807,0.10084025139474673,0.0,0.0,0.0,0.4033610055789869,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,Average Shoppers
8717,1975,4,2,80427.0,0,1,2012-12-09,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,50,13,1835.0001,0.626158004024087,0.24468663516694086,0.038692095984081964,0.03760217778734726,0.038692095984081964,0.01416893655755114,27,0.4074074074074074,0.2962962962962963,0.2962962962962963,2,Luxury Enthusiasts
7698,1976,4,2,51650.0,0,1,2014-11-05,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,49,11,191.0001,0.7958111016695802,0.11518318576796556,0.015706798059268032,0.010471198706178688,0.02617799676544672,0.03664919547162541,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,1,Average Shoppers
3518,1983,2,2,25271.0,1,0,2012-05-12,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,42,13,50.0001,0.1999996000008,0.35999928000144,0.01999996000008,0.1999996000008,0.07999984000032,0.13999972000056,4,0.25,0.25,0.5,0,Budget-Conscious Seniors
5823,1970,4,1,32303.0,0,1,2014-08-03,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,55,11,39.0001,0.8974335963241119,0.051281919789949254,0.0,0.0,0.0,0.051281919789949254,5,0.2,0.0,0.8,1,Average Shoppers
3934,1966,2,2,61286.0,0,1,2013-02-08,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,59,12,608.0001,0.5855262194858192,0.17598681316006362,0.0,0.031249994860198214,0.014802629144304417,0.19243417887595743,16,0.4375,0.0625,0.5,1,Average Shoppers
10424,1968,2,1,75922.0,0,0,2013-09-12,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,57,12,1295.0001,0.204633188831414,0.4270269940519696,0.10656369833484955,0.1729729596159877,0.01776061638914159,0.07104246555656636,17,0.23529411764705882,0.23529411764705882,0.5294117647058824,2,Luxury Enthusiasts
624,1984,3,1,18890.0,0,0,2012-10-11,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,41,13,35.0001,0.17142808163405246,0.028571346939008743,0.11428538775603497,0.1999994285730612,0.057142693878017486,0.42857020408513113,3,0.0,0.3333333333333333,0.6666666666666666,0,Budget-Conscious Seniors
868,1966,2,2,44794.0,0,1,2014-08-06,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,59,11,65.0001,0.8307679526646882,0.10769214201208921,0.0,0.0,0.0,0.061538366864050974,5,0.4,0.0,0.6,1,Average Shoppers
380,1954,2,1,64497.0,0,1,2012-10-09,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,71,13,1804.0001,0.6485587223637072,0.17738358218494557,0.026607537327741834,0.023281595161774103,0.017738358218494555,0.10643014931096734,24,0.4583333333333333,0.16666666666666666,0.375,1,Average Shoppers
6927,1968,4,2,44377.0,1,1,2012-05-10,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,57,13,264.0001,0.8484845270891944,0.11363632059230282,0.0,0.0,0.0,0.03787877353076761,11,0.45454545454545453,0.09090909090909091,0.45454545454545453,1,Average Shoppers
0,1985,2,2,70951.0,0,0,2013-04-05,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,40,12,1198.0001,0.19949914862277557,0.46243735705865135,0.008347244712250025,0.21202001569115062,0.07262102899657522,0.04507512144615013,16,0.1875,0.25,0.5625,2,Luxury Enthusiasts
1584,1977,2,2,41443.0,1,0,2014-01-04,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,48,11,482.0001,0.35477171062827584,0.35477171062827584,0.01452281856373059,0.05186720915618068,0.03941907895869731,0.1846472645960032,14,0.5714285714285714,0.07142857142857142,0.35714285714285715,0,Budget-Conscious Seniors
9076,1980,4,2,30732.0,1,0,2013-05-01,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,45,12,185.0001,0.8378373849527648,0.13513506208915563,0.005405402483566225,0.0,0.005405402483566225,0.016216207450698676,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,1,Average Shoppers
7079,1962,2,1,63887.0,0,1,2012-08-09,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,63,13,1245.0001,0.7204818698408136,0.1662650468863416,0.0184738940984824,0.012048191803358088,0.008835340655795932,0.0738955763939296,27,0.3333333333333333,0.2222222222222222,0.4444444444444444,1,Average Shoppers
709,1952,2,1,51537.0,0,1,2012-09-12,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,73,13,1103.0001,0.7135085481859884,0.18495011922483054,0.018132364629885347,0.0,0.0,0.0834088772974726,15,0.13333333333333333,0.13333333333333333,0.7333333333333333,1,Average Shoppers
460,1972,4,2,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,53,13,1753.0001,0.45179689379367405,0.42213346137287727,0.04905875361901006,0.0382201917729497,0.029092981797319922,0.00969766059910664,16,0.1875,0.3125,0.5,2,Luxury Enthusiasts
9449,1958,4,1,79761.0,0,1,2013-04-10,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,67,12,605.0001,0.6859502998429257,0.20495864380848863,0.008264461443890671,0.02479338433167201,0.0578512301072347,0.018181815176559476,18,0.2777777777777778,0.1111111111111111,0.6111111111111112,1,Average Shoppers
7411,1964,4,2,31686.0,1,1,2014-05-06,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,61,11,17.0001,0.6470550173234275,0.29411591696519435,0.0,0.0,0.0,0.058823183393038866,4,0.25,0.0,0.75,1,Average Shoppers
9265,1953,2,2,75027.0,0,1,2013-09-01,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,72,12,1390.0001,0.6654675780239152,0.12877696915273604,0.04604316215516819,0.0956834463537089,0.008633092904094036,0.05539567946793673,19,0.47368421052631576,0.21052631578947367,0.3157894736842105,1,Average Shoppers
10089,1974,2,1,102692.0,0,0,2013-05-04,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,51,12,1112.0001,0.15107912310439542,0.399280539633045,0.133093513211015,0.02877697582940865,0.15467624508307148,0.133093513211015,28,0.21428571428571427,0.32142857142857145,0.4642857142857143,2,Luxury Enthusiasts
2661,1964,2,1,18701.0,1,1,2013-04-06,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,61,12,44.0001,0.2727266528939707,0.04545444214899511,0.09090888429799023,0.22727221074497556,0.13636332644698534,0.22727221074497556,6,0.3333333333333333,0.0,0.6666666666666666,0,Budget-Conscious Seniors
3153,1957,4,1,40737.0,2,1,2013-08-12,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,68,12,17.0001,0.6470550173234275,0.23529273357215547,0.0,0.0,0.0,0.11764636678607773,3,0.3333333333333333,0.0,0.6666666666666666,1,Average Shoppers
10264,1979,2,1,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,46,13,31.0001,0.03225796045819207,0.25806368366553656,0.06451592091638414,0.12903184183276828,0.09677388137457621,0.4193534859564969,4,0.25,0.25,0.5,0,Budget-Conscious Seniors
6336,1960,2,2,29315.0,1,1,2014-06-04,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,65,11,48.0001,0.2708327690983977,0.2916660590290437,0.04166657986129195,0.1666663194451678,0.14583302951452184,0.0833331597225839,6,0.3333333333333333,0.0,0.6666666666666666,0,Budget-Conscious Seniors
10967,1963,2,1,33378.0,1,1,2013-06-02,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,62,12,99.0001,0.3333329966333367,0.40403999591919604,0.0606059993878794,0.0303029996939397,0.0707069992858593,0.10100999897979901,6,0.3333333333333333,0.0,0.6666666666666666,0,Budget-Conscious Seniors
3762,1986,4,1,69867.0,0,0,2013-02-04,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,39,12,925.0001,0.2118918689846628,0.5535134536742212,0.0,0.03567567181884629,0.14054052534697023,0.05837837206720302,16,0.1875,0.3125,0.5,2,Luxury Enthusiasts
4669,1981,1,2,24480.0,1,0,2013-11-02,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,44,12,102.0001,0.03921564782779625,0.08823520761254156,0.18627432718203216,0.27450953479457374,0.24509779892372655,0.16666650326813404,7,0.42857142857142855,0.0,0.5714285714285714,0,Budget-Conscious Seniors
9974,1974,2,2,30631.0,1,0,2013-12-07,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,51,12,70.0001,0.21428540816370262,0.2857138775516035,0.08571416326548105,0.057142775510320695,0.07142846938790087,0.2857138775516035,6,0.5,0.16666666666666666,0.3333333333333333,0,Budget-Conscious Seniors
10102,1966,2,2,79946.0,0,0,2014-12-05,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,59,11,1478.0001,0.2672530265728669,0.3822733164903034,0.12381595914641684,0.1123139301546732,0.09539918163740314,0.018944518339342468,21,0.23809523809523808,0.5238095238095238,0.23809523809523808,2,Luxury Enthusiasts
7119,1982,2,1,68627.0,0,0,2013-12-01,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,43,12,825.0001,0.4787878207529914,0.31878784014692846,0.0181818159779617,0.0727272639118468,0.06545453752066212,0.046060600477502975,11,0.18181818181818182,0.2727272727272727,0.5454545454545454,2,Luxury Enthusiasts
